tick,action,sm_state,pos_x,pos_y
1051,1,COMBAT,1701.5,-2490.0
1052,1,COMBAT,1709.5,-2489.8
1053,1,COMBAT,1717.5,-2489.7
1054,1,TRAVERSE,1725.5,-2489.5
1055,1,RECOVER,1733.6,-2489.4
1056,1,RECOVER,1741.7,-2489.2
1057,1,RECOVER,1749.8,-2489.1
1058,1,RECOVER,1757.9,-2488.9
1059,1,RECOVER,1766.1,-2488.8
1060,1,RECOVER,1774.3,-2488.6
1061,1,RECOVER,1782.5,-2488.5
1062,1,RECOVER,1790.6,-2488.3
1063,1,RECOVER,1798.9,-2488.2
1064,1,RECOVER,1807.1,-2488.0
1065,1,RECOVER,1815.3,-2487.9
1066,1,RECOVER,1823.6,-2487.7
1067,1,RECOVER,1831.8,-2487.6
1068,1,RECOVER,1840.1,-2487.4
1069,1,RECOVER,1848.3,-2487.3
1070,1,RECOVER,1856.6,-2487.1
1071,1,RECOVER,1864.9,-2487.0
1072,1,RECOVER,1873.2,-2486.8
1073,1,RECOVER,1881.4,-2486.7
1074,1,RECOVER,1889.7,-2486.5
1075,1,RECOVER,1898.0,-2486.4
1076,1,RECOVER,1906.3,-2486.2
1077,1,RECOVER,1914.6,-2486.1
1078,1,RECOVER,1922.9,-2485.9
1079,1,RECOVER,1931.2,-2485.8
1080,1,RECOVER,1939.5,-2485.6
1081,1,RECOVER,1947.9,-2485.5
1082,1,RECOVER,1956.2,-2485.3
1083,1,RECOVER,1964.5,-2485.1
1084,1,RECOVER,1972.8,-2485.0
1085,1,RECOVER,1981.1,-2484.8
1086,1,RECOVER,1989.4,-2484.7
1087,8,RECOVER,1997.8,-2484.5
1088,8,RECOVER,2005.3,-2484.4
1089,8,RECOVER,2012.1,-2484.3
1090,8,RECOVER,2018.3,-2484.2
1091,8,RECOVER,2023.9,-2484.1
1092,1,RECOVER,2029.0,-2484.0
1093,1,RECOVER,2034.4,-2484.0
1094,8,RECOVER,2040.1,-2484.1
1095,1,RECOVER,2045.2,-2484.2
1096,1,RECOVER,2050.6,-2484.4
1097,1,RECOVER,2056.3,-2484.8
1098,8,RECOVER,2062.2,-2485.2
1099,1,RECOVER,2067.5,-2485.6
1100,1,RECOVER,2073.2,-2486.1
1101,8,RECOVER,2079.0,-2486.7
1102,1,RECOVER,2084.3,-2487.3
1103,1,RECOVER,2089.9,-2488.0
1104,8,RECOVER,2095.7,-2488.7
1105,1,RECOVER,2101.0,-2489.5
1106,1,RECOVER,2106.5,-2490.3
1107,8,RECOVER,2112.3,-2491.3
1108,1,RECOVER,2117.5,-2492.1
1109,8,RECOVER,2123.0,-2493.2
1110,1,RECOVER,2128.0,-2494.1
1111,8,RECOVER,2133.2,-2495.2
1112,1,RECOVER,2138.0,-2496.1
1113,1,RECOVER,2143.0,-2497.3
1114,8,RECOVER,2148.3,-2498.6
1115,8,RECOVER,2153.1,-2499.8
1116,1,RECOVER,2157.5,-2500.9
1117,8,RECOVER,2162.2,-2502.2
1118,1,RECOVER,2166.4,-2503.3
1119,8,RECOVER,2170.9,-2504.7
1120,8,RECOVER,2175.0,-2506.0
1121,8,RECOVER,2178.8,-2507.1
1122,1,RECOVER,2182.1,-2508.2
1123,8,RECOVER,2185.9,-2509.5
1124,8,RECOVER,2189.3,-2510.7
1125,8,RECOVER,2192.3,-2511.8
1126,8,RECOVER,2195.1,-2512.8
1127,8,RECOVER,2197.6,-2513.7
1128,8,RECOVER,2199.9,-2514.5
1129,4,RECOVER,2202.0,-2515.2
1130,4,RECOVER,2203.8,-2515.9
1131,4,RECOVER,2205.5,-2516.5
1132,4,RECOVER,2207.1,-2517.1
1133,4,RECOVER,2208.5,-2517.6
1134,1,RECOVER,2209.7,-2518.0
1135,1,RECOVER,2211.6,-2518.8
1136,1,RECOVER,2214.0,-2519.8
1137,1,RECOVER,2216.8,-2521.0
1138,1,RECOVER,2220.1,-2522.5
1139,1,RECOVER,2223.8,-2524.1
1140,1,RECOVER,2227.9,-2526.0
1141,1,RECOVER,2232.3,-2528.0
1142,4,RECOVER,2237.0,-2530.1
1143,1,RECOVER,2241.2,-2532.1
1144,4,RECOVER,2245.8,-2534.1
1145,8,RECOVER,2249.9,-2536.0
1146,8,RECOVER,2253.7,-2537.7
1147,8,RECOVER,2257.0,-2539.3
1148,8,RECOVER,2260.1,-2540.7
1149,8,RECOVER,2262.9,-2541.9
1150,8,RECOVER,2265.4,-2543.1
1151,8,RECOVER,2267.7,-2544.0
1152,8,RECOVER,2267.9,-2544.0
1153,8,RECOVER,2268.1,-2544.0
1154,8,RECOVER,2268.3,-2544.0
1155,8,RECOVER,2268.5,-2544.0
1156,8,RECOVER,2268.6,-2544.0
1157,8,RECOVER,2268.8,-2544.0
1158,8,RECOVER,2268.9,-2544.0
1159,8,RECOVER,2269.0,-2544.0
1160,8,RECOVER,2269.1,-2544.0
1161,8,RECOVER,2269.2,-2544.0
1162,8,RECOVER,2269.3,-2544.0
1163,8,RECOVER,2269.4,-2544.0
1164,8,RECOVER,2269.5,-2544.0
1165,8,RECOVER,2269.6,-2544.0
1166,8,RECOVER,2269.6,-2544.0
1167,8,RECOVER,2269.6,-2544.0
1168,8,RECOVER,2269.6,-2544.0
1169,8,RECOVER,2269.6,-2544.0
1170,8,RECOVER,2269.6,-2544.0
1171,8,RECOVER,2269.6,-2544.0
1172,8,RECOVER,2269.6,-2544.0
1173,8,RECOVER,2269.6,-2544.0
1174,8,RECOVER,2269.6,-2544.0
1175,8,RECOVER,2269.6,-2544.0
1176,8,RECOVER,2269.6,-2544.0
1177,8,RECOVER,2269.6,-2544.0
1178,8,RECOVER,2269.6,-2544.0
1179,8,RECOVER,2269.6,-2544.0
1180,8,RECOVER,2269.6,-2544.0
1181,8,RECOVER,2269.6,-2544.0
1182,8,RECOVER,2269.6,-2544.0
1183,8,RECOVER,2269.6,-2544.0
1184,8,RECOVER,2269.6,-2544.0
1185,8,RECOVER,2269.6,-2544.0
1186,8,RECOVER,2269.6,-2544.0
1187,8,RECOVER,2269.6,-2544.0
1188,8,RECOVER,2269.6,-2544.0
1189,8,RECOVER,2269.6,-2544.0
1190,8,RECOVER,2269.6,-2544.0
1191,8,RECOVER,2269.6,-2544.0
1192,8,RECOVER,2269.6,-2544.0
1193,8,RECOVER,2269.6,-2544.0
1194,1,RECOVER,2269.6,-2544.0
1195,1,RECOVER,2268.8,-2543.9
1196,1,RECOVER,2267.4,-2543.7
1197,1,RECOVER,2265.2,-2543.4
1198,1,RECOVER,2262.5,-2543.1
1199,1,RECOVER,2259.3,-2542.7
1200,1,RECOVER,2255.6,-2542.3
1201,1,RECOVER,2251.5,-2541.8
1202,1,RECOVER,2247.0,-2541.2
1203,1,RECOVER,2242.2,-2540.6
1204,1,RECOVER,2237.0,-2540.0
1205,1,RECOVER,2231.5,-2539.3
1206,1,RECOVER,2225.8,-2538.6
1207,1,RECOVER,2219.8,-2537.9
1208,1,RECOVER,2213.6,-2537.1
1209,1,RECOVER,2207.2,-2536.3
1210,1,RECOVER,2200.7,-2535.5
1211,1,RECOVER,2194.0,-2534.7
1212,1,RECOVER,2187.1,-2533.9
1213,8,RECOVER,2180.2,-2533.0
1214,1,RECOVER,2173.4,-2532.2
1215,1,RECOVER,2166.5,-2531.3
1216,8,RECOVER,2158.8,-2530.4
1217,1,RECOVER,2151.2,-2529.4
1218,1,RECOVER,2143.6,-2528.4
1219,8,RECOVER,2135.9,-2527.5
1220,1,RECOVER,2128.3,-2526.5
1221,8,RECOVER,2120.6,-2525.5
1222,8,RECOVER,2112.9,-2524.4
1223,8,RECOVER,2105.2,-2523.4
1224,1,RECOVER,2097.5,-2522.4
1225,8,RECOVER,2089.0,-2521.1
1226,8,RECOVER,2081.4,-2519.9
1227,8,RECOVER,2074.5,-2518.9
1228,8,RECOVER,2068.2,-2518.0
1229,8,RECOVER,2062.5,-2517.1
1230,8,RECOVER,2057.3,-2516.3
1231,8,RECOVER,2052.7,-2515.6
1232,8,RECOVER,2048.4,-2515.0
1233,8,RECOVER,2044.6,-2514.4
1234,8,RECOVER,2041.1,-2513.9
1235,8,RECOVER,2037.9,-2513.4
1236,8,RECOVER,2035.1,-2513.0
1237,8,RECOVER,2032.5,-2512.6
1238,8,RECOVER,2030.1,-2512.2
1239,8,RECOVER,2028.0,-2511.9
1240,8,RECOVER,2026.1,-2511.6
1241,8,RECOVER,2024.3,-2511.3
1242,8,RECOVER,2022.8,-2511.1
1243,8,RECOVER,2021.3,-2510.9
1244,8,RECOVER,2020.0,-2510.7
1245,8,RECOVER,2018.8,-2510.5
1246,8,RECOVER,2017.8,-2510.4
1247,8,RECOVER,2016.8,-2510.2
1248,8,RECOVER,2015.9,-2510.1
1249,8,RECOVER,2015.1,-2510.0
1250,8,RECOVER,2014.4,-2509.8
1251,8,RECOVER,2013.8,-2509.7
1252,8,RECOVER,2013.2,-2509.7
1253,8,RECOVER,2012.6,-2509.6
1254,8,RECOVER,2012.1,-2509.5
1255,8,RECOVER,2011.7,-2509.4
1256,8,RECOVER,2011.3,-2509.4
1257,8,RECOVER,2010.9,-2509.3
1258,8,RECOVER,2010.6,-2509.3
1259,8,RECOVER,2010.3,-2509.2
1260,1,RECOVER,2010.1,-2509.2
1261,1,RECOVER,2010.3,-2508.6
1262,1,RECOVER,2011.1,-2507.4
1263,1,RECOVER,2012.3,-2505.8
1264,1,RECOVER,2013.9,-2503.8
1265,1,RECOVER,2015.9,-2501.3
1266,1,RECOVER,2018.3,-2498.5
1267,1,RECOVER,2020.9,-2495.4
1268,1,RECOVER,2023.8,-2492.0
1269,1,RECOVER,2027.0,-2488.3
1270,1,RECOVER,2030.3,-2484.4
1271,1,RECOVER,2033.9,-2480.3
1272,1,RECOVER,2037.7,-2476.0
1273,1,RECOVER,2041.6,-2471.5
1274,1,RECOVER,2045.7,-2466.9
1275,1,RECOVER,2049.9,-2462.1
1276,1,RECOVER,2054.3,-2457.1
1277,1,RECOVER,2058.7,-2452.1
1278,1,RECOVER,2063.3,-2446.9
1279,8,RECOVER,2068.0,-2441.7
1280,1,RECOVER,2072.2,-2436.9
1281,1,RECOVER,2076.5,-2432.0
1282,1,RECOVER,2081.0,-2427.0
1283,8,RECOVER,2085.6,-2421.9
1284,1,RECOVER,2089.8,-2417.3
1285,1,RECOVER,2094.2,-2412.6
1286,1,RECOVER,2098.6,-2407.8
1287,8,RECOVER,2103.3,-2402.8
1288,1,RECOVER,2107.5,-2398.4
1289,1,RECOVER,2111.8,-2393.8
1290,8,RECOVER,2116.4,-2389.1
1291,1,RECOVER,2120.5,-2384.8
1292,1,RECOVER,2124.8,-2380.5
1293,8,RECOVER,2129.3,-2376.0
1294,1,RECOVER,2133.3,-2372.0
1295,8,RECOVER,2137.6,-2367.8
1296,1,RECOVER,2141.5,-2364.0
1297,8,RECOVER,2145.7,-2360.1
1298,1,RECOVER,2149.4,-2356.6
1299,8,RECOVER,2153.5,-2353.0
1300,8,RECOVER,2157.1,-2349.6
1301,1,RECOVER,2160.4,-2346.6
1302,8,RECOVER,2164.1,-2343.5
1303,8,RECOVER,2167.4,-2340.6
1304,8,RECOVER,2170.4,-2338.1
1305,1,RECOVER,2173.2,-2335.7
1306,8,RECOVER,2176.3,-2333.3
1307,8,RECOVER,2179.2,-2331.0
1308,8,RECOVER,2181.8,-2329.0
1309,8,RECOVER,2184.2,-2327.1
1310,8,RECOVER,2186.3,-2325.5
1311,8,TRAVERSE,2188.2,-2324.0
1312,8,TRAVERSE,2190.0,-2322.6
1313,8,TRAVERSE,2191.6,-2321.4
1314,1,TRAVERSE,2193.0,-2320.2
1315,1,TRAVERSE,2195.0,-2320.0
1316,1,TRAVERSE,2197.2,-2320.0
1317,1,TRAVERSE,2199.3,-2320.0
1318,1,TRAVERSE,2201.9,-2320.0
1319,1,TRAVERSE,2204.9,-2320.0
1320,1,TRAVERSE,2208.3,-2320.0
1321,1,TRAVERSE,2212.0,-2320.0
1322,1,TRAVERSE,2216.1,-2320.0
1323,1,TRAVERSE,2220.3,-2320.0
1324,1,TRAVERSE,2224.8,-2320.0
1325,1,TRAVERSE,2229.5,-2320.0
1326,1,TRAVERSE,2234.4,-2320.0
1327,1,TRAVERSE,2239.5,-2320.0
1328,1,TRAVERSE,2244.6,-2320.0
1329,8,TRAVERSE,2249.9,-2320.0
1330,8,TRAVERSE,2254.7,-2320.0
1331,8,TRAVERSE,2259.1,-2320.0
1332,8,TRAVERSE,2263.0,-2320.0
1333,8,TRAVERSE,2266.6,-2320.0
1334,8,TRAVERSE,2269.8,-2320.0
1335,8,TRAVERSE,2272.7,-2320.0
1336,8,TRAVERSE,2275.4,-2320.0
1337,8,TRAVERSE,2277.8,-2320.0
1338,8,TRAVERSE,2280.0,-2320.0
1339,8,TRAVERSE,2281.9,-2320.0
1340,8,TRAVERSE,2283.7,-2320.0
1341,8,TRAVERSE,2285.4,-2320.0
1342,8,TRAVERSE,2286.8,-2320.0
1343,8,TRAVERSE,2288.0,-2320.0
1344,8,TRAVERSE,2288.0,-2320.0
1345,8,TRAVERSE,2288.0,-2320.0
1346,8,TRAVERSE,2288.0,-2320.0
1347,8,TRAVERSE,2288.0,-2320.0
1348,8,TRAVERSE,2288.0,-2320.0
1349,8,TRAVERSE,2288.0,-2320.0
1350,8,TRAVERSE,2288.0,-2320.0
1351,8,TRAVERSE,2288.0,-2320.0
1352,8,TRAVERSE,2288.0,-2320.0
1353,8,TRAVERSE,2288.0,-2320.0
1354,8,TRAVERSE,2288.0,-2320.0
1355,8,TRAVERSE,2288.0,-2320.0
1356,8,TRAVERSE,2288.0,-2320.0
1357,8,TRAVERSE,2288.0,-2320.0
1358,8,TRAVERSE,2288.0,-2320.0
1359,8,TRAVERSE,2288.0,-2320.0
1360,8,TRAVERSE,2288.0,-2320.0
1361,8,TRAVERSE,2288.0,-2320.0
1362,8,TRAVERSE,2288.0,-2320.0
1363,8,TRAVERSE,2288.0,-2320.0
1364,8,TRAVERSE,2288.0,-2320.0
1365,1,TRAVERSE,2288.0,-2320.0
1366,1,TRAVERSE,2287.7,-2320.7
1367,1,TRAVERSE,2287.2,-2322.1
1368,1,TRAVERSE,2286.5,-2324.1
1369,1,TRAVERSE,2285.5,-2326.7
1370,1,TRAVERSE,2284.4,-2329.7
1371,1,TRAVERSE,2283.1,-2333.2
1372,1,TRAVERSE,2281.7,-2337.1
1373,1,TRAVERSE,2280.2,-2341.4
1374,1,TRAVERSE,2278.5,-2346.0
1375,1,TRAVERSE,2276.7,-2350.9
1376,1,TRAVERSE,2274.8,-2356.1
1377,1,TRAVERSE,2272.9,-2361.5
1378,1,TRAVERSE,2270.8,-2367.1
1379,1,TRAVERSE,2268.7,-2373.0
1380,1,TRAVERSE,2266.5,-2379.0
1381,1,TRAVERSE,2264.2,-2385.3
1382,1,TRAVERSE,2261.9,-2391.6
1383,8,TRAVERSE,2259.5,-2398.1
1384,1,TRAVERSE,2257.4,-2404.0
1385,1,TRAVERSE,2255.2,-2410.1
1386,1,TRAVERSE,2252.8,-2416.3
1387,1,TRAVERSE,2250.5,-2422.6
1388,1,TRAVERSE,2248.0,-2429.1
1389,1,TRAVERSE,2245.5,-2435.7
1390,1,TRAVERSE,2242.9,-2442.5
1391,8,TRAVERSE,2240.3,-2449.3
1392,1,TRAVERSE,2237.9,-2455.4
1393,1,TRAVERSE,2235.5,-2461.7
1394,1,TRAVERSE,2232.9,-2468.2
1395,1,TRAVERSE,2230.3,-2474.7
1396,1,TRAVERSE,2227.7,-2481.4
1397,1,TRAVERSE,2224.9,-2488.1
1398,8,TRAVERSE,2222.1,-2494.9
1399,1,TRAVERSE,2219.6,-2501.1
1400,1,TRAVERSE,2217.0,-2507.4
1401,1,TRAVERSE,2214.2,-2513.9
1402,1,TRAVERSE,2211.4,-2520.4
1403,1,TRAVERSE,2208.6,-2527.0
1404,8,TRAVERSE,2205.6,-2533.7
1405,1,TRAVERSE,2203.0,-2539.8
1406,1,TRAVERSE,2200.3,-2543.8
1407,1,TRAVERSE,2199.2,-2544.0
1408,1,TRAVERSE,2198.1,-2544.0
1409,1,TRAVERSE,2196.8,-2544.0
1410,1,TRAVERSE,2195.3,-2544.0
1411,1,TRAVERSE,2193.7,-2544.0
1412,1,TRAVERSE,2191.9,-2544.0
1413,1,TRAVERSE,2190.1,-2544.0
1414,1,TRAVERSE,2188.3,-2544.0
1415,1,TRAVERSE,2186.5,-2544.0
1416,1,TRAVERSE,2184.4,-2544.0
1417,1,TRAVERSE,2182.1,-2544.0
1418,1,TRAVERSE,2179.7,-2544.0
1419,1,TRAVERSE,2177.2,-2544.0
1420,1,TRAVERSE,2174.6,-2544.0
1421,1,TRAVERSE,2171.9,-2544.0
1422,1,TRAVERSE,2169.2,-2544.0
1423,1,TRAVERSE,2166.3,-2544.0
1424,1,TRAVERSE,2163.4,-2544.0
1425,8,SCAN,2160.4,-2544.0
1426,8,SCAN,2157.7,-2544.0
1427,8,SCAN,2155.0,-2544.0
1428,8,SCAN,2152.3,-2544.0
1429,8,SCAN,2149.7,-2544.0
1430,8,SCAN,2147.0,-2544.0
1431,8,SCAN,2144.5,-2544.0
1432,8,SCAN,2142.3,-2544.0
1433,8,SCAN,2140.3,-2544.0
1434,8,SCAN,2138.5,-2544.0
1435,8,SCAN,2136.8,-2544.0
1436,8,SCAN,2135.3,-2544.0
1437,8,SCAN,2134.0,-2544.0
1438,8,SCAN,2132.8,-2544.0
1439,8,SCAN,2131.7,-2544.0
1440,8,SCAN,2130.7,-2544.0
1441,8,SCAN,2129.7,-2544.0
1442,8,SCAN,2128.9,-2544.0
1443,8,SCAN,2128.2,-2544.0
1444,8,SCAN,2127.5,-2544.0
1445,8,SCAN,2126.8,-2544.0
1446,8,SCAN,2126.1,-2544.0
1447,8,SCAN,2125.5,-2544.0
1448,8,SCAN,2124.8,-2544.0
1449,8,SCAN,2124.2,-2544.0
1450,8,SCAN,2123.6,-2544.0
1451,8,SCAN,2123.1,-2544.0
1452,8,SCAN,2122.6,-2544.0
1453,8,SCAN,2122.2,-2544.0
1454,8,SCAN,2121.8,-2544.0
1455,8,SCAN,2121.5,-2544.0
1456,8,SCAN,2121.2,-2544.0
1457,8,SCAN,2120.9,-2544.0
1458,8,SCAN,2120.7,-2544.0
1459,8,SCAN,2120.4,-2544.0
1460,8,SCAN,2120.2,-2544.0
1461,8,SCAN,2120.0,-2544.0
1462,8,SCAN,2119.9,-2544.0
1463,8,SCAN,2119.7,-2544.0
1464,8,SCAN,2119.6,-2544.0
1465,8,SCAN,2119.4,-2544.0
1466,8,SCAN,2119.3,-2544.0
1467,8,SCAN,2119.2,-2544.0
1468,8,SCAN,2119.1,-2544.0
1469,8,SCAN,2119.0,-2544.0
1470,8,SCAN,2119.0,-2544.0
1471,8,SCAN,2118.9,-2544.0
1472,8,SCAN,2118.8,-2544.0
1473,8,SCAN,2118.8,-2544.0
1474,8,SCAN,2118.8,-2544.0
1475,8,SCAN,2118.8,-2544.0
1476,8,SCAN,2118.8,-2544.0
1477,8,SCAN,2118.8,-2544.0
1478,8,SCAN,2118.8,-2544.0
1479,8,SCAN,2118.8,-2544.0
1480,8,SCAN,2118.8,-2544.0
1481,8,SCAN,2118.8,-2544.0
1482,8,SCAN,2118.8,-2544.0
1483,8,SCAN,2118.8,-2544.0
1484,8,SCAN,2118.8,-2544.0
1485,8,SCAN,2118.8,-2544.0
1486,8,SCAN,2118.8,-2544.0
1487,8,SCAN,2118.8,-2544.0
1488,8,SCAN,2118.8,-2544.0
1489,8,SCAN,2118.8,-2544.0
1490,8,SCAN,2118.8,-2544.0
1491,8,SCAN,2118.8,-2544.0
1492,8,SCAN,2118.8,-2544.0
1493,8,SCAN,2118.8,-2544.0
1494,8,SCAN,2118.8,-2544.0
1495,8,SCAN,2118.8,-2544.0
1496,8,SCAN,2118.8,-2544.0
1497,8,SCAN,2118.8,-2544.0
1498,8,SCAN,2118.8,-2544.0
1499,8,SCAN,2118.8,-2544.0
1500,8,SCAN,2118.8,-2544.0
1501,8,SCAN,2118.8,-2544.0
1502,8,SCAN,2118.8,-2544.0
1503,8,SCAN,2118.8,-2544.0
1504,8,SCAN,2118.8,-2544.0
1505,8,SCAN,2118.8,-2544.0
1506,8,SCAN,2118.8,-2544.0
1507,8,SCAN,2118.8,-2544.0
1508,8,SCAN,2118.8,-2544.0
1509,8,SCAN,2118.8,-2544.0
1510,8,SCAN,2118.8,-2544.0
1511,8,SCAN,2118.8,-2544.0
1512,8,SCAN,2118.8,-2544.0
1513,8,SCAN,2118.8,-2544.0
1514,8,SCAN,2118.8,-2544.0
1515,8,SCAN,2118.8,-2544.0
1516,8,SCAN,2118.8,-2544.0
1517,8,SCAN,2118.8,-2544.0
1518,8,SCAN,2118.8,-2544.0
1519,8,SCAN,2118.8,-2544.0
1520,8,SCAN,2118.8,-2544.0
1521,8,SCAN,2118.8,-2544.0
1522,8,SCAN,2118.8,-2544.0
1523,8,SCAN,2118.8,-2544.0
1524,8,SCAN,2118.8,-2544.0
1525,8,SCAN,2118.8,-2544.0
1526,8,SCAN,2118.8,-2544.0
1527,8,SCAN,2118.8,-2544.0
1528,8,SCAN,2118.8,-2544.0
1529,8,SCAN,2118.8,-2544.0
1530,0,TRAVERSE,2118.8,-2544.0
1531,4,TRAVERSE,2118.8,-2544.0
1532,4,TRAVERSE,2118.8,-2544.0
1533,1,TRAVERSE,2118.8,-2544.0
1534,1,TRAVERSE,2118.5,-2544.0
1535,1,TRAVERSE,2117.9,-2544.0
1536,1,TRAVERSE,2117.0,-2544.0
1537,1,TRAVERSE,2115.9,-2544.0
1538,1,TRAVERSE,2114.6,-2544.0
1539,4,TRAVERSE,2113.2,-2544.0
1540,1,TRAVERSE,2111.8,-2544.0
1541,1,TRAVERSE,2110.4,-2544.0
1542,1,TRAVERSE,2108.7,-2544.0
1543,4,TRAVERSE,2107.0,-2544.0
1544,1,TRAVERSE,2105.4,-2544.0
1545,1,TRAVERSE,2103.7,-2544.0
1546,4,TRAVERSE,2101.9,-2544.0
1547,1,TRAVERSE,2100.2,-2544.0
1548,1,TRAVERSE,2098.5,-2544.0
1549,4,TRAVERSE,2096.7,-2544.0
1550,1,TRAVERSE,2095.1,-2544.0
1551,1,TRAVERSE,2093.4,-2544.7
1552,1,TRAVERSE,2091.6,-2546.2
1553,4,TRAVERSE,2089.8,-2548.2
1554,1,TRAVERSE,2088.2,-2550.1
1555,1,TRAVERSE,2086.5,-2552.5
1556,4,TRAVERSE,2084.7,-2555.4
1557,1,TRAVERSE,2083.1,-2558.1
1558,1,TRAVERSE,2081.5,-2561.3
1559,1,TRAVERSE,2079.9,-2565.0
1560,4,TRAVERSE,2078.2,-2569.0
1561,1,TRAVERSE,2076.7,-2572.7
1562,1,TRAVERSE,2075.2,-2576.8
1563,4,TRAVERSE,2073.6,-2581.3
1564,1,TRAVERSE,2072.2,-2585.4
1565,1,TRAVERSE,2070.8,-2589.8
1566,4,TRAVERSE,2069.4,-2594.6
1567,1,TRAVERSE,2068.2,-2599.0
1568,1,TRAVERSE,2066.9,-2603.7
1569,4,TRAVERSE,2065.7,-2608.8
1570,1,TRAVERSE,2064.5,-2613.3
1571,1,TRAVERSE,2063.4,-2618.3
1572,4,TRAVERSE,2062.3,-2623.5
1573,1,TRAVERSE,2061.3,-2628.2
1574,4,TRAVERSE,2060.4,-2633.3
1575,1,TRAVERSE,2059.5,-2637.9
1576,4,TRAVERSE,2058.7,-2642.9
1577,1,TRAVERSE,2057.9,-2647.4
1578,4,TRAVERSE,2057.2,-2652.2
1579,4,TRAVERSE,2056.6,-2656.6
1580,1,TRAVERSE,2056.0,-2660.6
1581,4,TRAVERSE,2055.5,-2665.0
1582,4,TRAVERSE,2055.1,-2669.0
1583,4,TRAVERSE,2054.7,-2672.6
1584,1,TRAVERSE,2054.4,-2675.8
1585,4,TRAVERSE,2054.1,-2679.6
1586,4,TRAVERSE,2053.9,-2683.0
1587,4,TRAVERSE,2053.8,-2686.0
1588,4,TRAVERSE,2053.6,-2688.8
1589,4,TRAVERSE,2053.4,-2691.3
1590,4,TRAVERSE,2053.3,-2693.6
1591,4,TRAVERSE,2053.2,-2695.7
1592,4,TRAVERSE,2053.1,-2697.6
1593,4,TRAVERSE,2053.0,-2699.3
1594,4,TRAVERSE,2052.9,-2700.8
1595,4,TRAVERSE,2052.8,-2702.2
1596,4,TRAVERSE,2052.7,-2703.5
1597,4,TRAVERSE,2052.7,-2704.6
1598,4,TRAVERSE,2052.6,-2705.7
1599,4,TRAVERSE,2052.5,-2706.6
1600,4,TRAVERSE,2052.5,-2707.4
1601,4,TRAVERSE,2052.5,-2708.2
1602,4,TRAVERSE,2052.4,-2708.9
1603,4,TRAVERSE,2052.4,-2709.6
1604,4,TRAVERSE,2052.3,-2710.1
1605,4,TRAVERSE,2052.3,-2710.7
1606,4,TRAVERSE,2052.3,-2711.1
1607,4,TRAVERSE,2052.3,-2711.6
1608,4,TRAVERSE,2052.2,-2711.9
1609,4,TRAVERSE,2052.2,-2712.3
1610,4,TRAVERSE,2052.2,-2712.6
1611,4,TRAVERSE,2052.2,-2712.9
1612,1,TRAVERSE,2052.2,-2713.2
1613,1,TRAVERSE,2052.9,-2713.3
1614,1,TRAVERSE,2054.4,-2713.5
1615,1,TRAVERSE,2056.5,-2713.5
1616,1,TRAVERSE,2059.2,-2713.5
1617,1,TRAVERSE,2062.4,-2713.4
1618,1,TRAVERSE,2066.1,-2713.3
1619,1,TRAVERSE,2070.3,-2713.2
1620,1,TRAVERSE,2074.8,-2713.0
1621,4,TRAVERSE,2079.7,-2712.8
1622,1,TRAVERSE,2084.1,-2712.6
1623,1,TRAVERSE,2088.9,-2712.3
1624,1,TRAVERSE,2094.0,-2712.0
1625,1,TRAVERSE,2099.4,-2711.7
1626,1,TRAVERSE,2105.1,-2711.3
1627,1,TRAVERSE,2111.0,-2710.8
1628,1,TRAVERSE,2117.2,-2710.3
1629,1,TRAVERSE,2123.5,-2709.8
1630,1,TRAVERSE,2130.0,-2709.3
1631,4,TRAVERSE,2136.7,-2708.7
1632,1,TRAVERSE,2142.8,-2708.2
1633,1,TRAVERSE,2149.1,-2707.7
1634,1,TRAVERSE,2155.5,-2707.0
1635,1,TRAVERSE,2162.2,-2706.4
1636,1,TRAVERSE,2168.9,-2705.7
1637,1,TRAVERSE,2175.9,-2705.0
1638,1,TRAVERSE,2182.9,-2704.2
1639,4,TRAVERSE,2190.1,-2703.4
1640,1,TRAVERSE,2196.6,-2702.7
1641,1,TRAVERSE,2203.2,-2701.9
1642,1,TRAVERSE,2210.0,-2701.1
1643,1,TRAVERSE,2217.0,-2700.2
1644,1,TRAVERSE,2224.0,-2699.3
1645,4,TRAVERSE,2231.2,-2698.4
1646,1,TRAVERSE,2237.7,-2697.5
1647,1,TRAVERSE,2244.3,-2696.6
1648,1,TRAVERSE,2251.1,-2695.6
1649,1,TRAVERSE,2258.0,-2694.6
1650,1,TRAVERSE,2265.1,-2693.5
1651,4,TRAVERSE,2272.2,-2692.3
1652,1,TRAVERSE,2278.7,-2691.3
1653,1,TRAVERSE,2285.3,-2690.2
1654,1,TRAVERSE,2292.1,-2689.0
1655,4,TRAVERSE,2299.0,-2687.8
1656,1,TRAVERSE,2305.3,-2686.6
1657,1,TRAVERSE,2311.7,-2685.4
1658,1,TRAVERSE,2318.3,-2684.1
1659,4,TRAVERSE,2325.0,-2682.8
1660,1,TRAVERSE,2331.1,-2681.5
1661,1,TRAVERSE,2337.4,-2680.2
1662,4,TRAVERSE,2343.8,-2678.8
1663,1,TRAVERSE,2349.6,-2677.5
1664,4,TRAVERSE,2355.6,-2676.1
1665,1,TRAVERSE,2361.1,-2674.8
1666,1,TRAVERSE,2366.8,-2673.4
1667,4,TRAVERSE,2372.7,-2671.8
