tick,action,sm_state,pos_x,pos_y
399,1,RECOVER,781.9,-2960.0
400,1,RECOVER,786.6,-2960.0
401,1,RECOVER,791.4,-2960.0
402,1,RECOVER,796.3,-2960.0
403,1,RECOVER,801.4,-2960.0
404,1,RECOVER,806.5,-2960.0
405,1,RECOVER,811.8,-2960.0
406,1,RECOVER,817.1,-2960.0
407,1,RECOVER,822.4,-2960.0
408,1,RECOVER,827.9,-2960.0
409,1,RECOVER,833.3,-2960.0
410,1,RECOVER,838.9,-2960.0
411,1,RECOVER,844.4,-2960.0
412,1,RECOVER,850.2,-2959.7
413,1,RECOVER,856.2,-2959.3
414,1,RECOVER,862.3,-2958.6
415,1,RECOVER,868.7,-2957.7
416,1,RECOVER,875.1,-2956.6
417,1,RECOVER,881.7,-2955.3
418,1,RECOVER,888.4,-2954.0
419,1,RECOVER,895.2,-2952.5
420,1,RECOVER,902.1,-2950.9
421,1,RECOVER,909.1,-2949.1
422,4,RECOVER,916.2,-2947.3
423,4,RECOVER,922.6,-2945.6
424,4,RECOVER,928.5,-2944.1
425,4,RECOVER,933.7,-2942.8
426,4,RECOVER,938.5,-2941.6
427,4,RECOVER,942.8,-2940.4
428,4,RECOVER,946.8,-2939.4
429,8,TRAVERSE,950.3,-2938.5
430,8,TRAVERSE,953.5,-2937.7
431,8,TRAVERSE,956.5,-2936.9
432,8,SCAN,959.1,-2936.3
433,8,SCAN,961.5,-2935.6
434,8,SCAN,963.7,-2935.1
435,8,SCAN,965.7,-2934.6
436,8,SCAN,967.4,-2934.1
437,8,SCAN,969.1,-2933.7
438,8,SCAN,970.5,-2933.3
439,8,SCAN,971.9,-2933.0
440,8,SCAN,973.1,-2932.7
441,8,SCAN,974.1,-2932.4
442,8,SCAN,975.1,-2932.1
443,8,SCAN,976.0,-2931.9
444,8,SCAN,976.8,-2931.7
445,8,SCAN,977.6,-2931.5
446,8,SCAN,978.2,-2931.3
447,8,SCAN,978.9,-2931.2
448,8,SCAN,979.4,-2931.0
449,8,SCAN,979.9,-2930.9
450,8,SCAN,980.3,-2930.8
451,8,SCAN,980.8,-2930.7
452,8,SCAN,981.1,-2930.6
453,8,SCAN,981.5,-2930.5
454,8,SCAN,981.8,-2930.4
455,8,SCAN,982.0,-2930.3
456,8,SCAN,982.3,-2930.3
457,8,SCAN,982.5,-2930.2
458,8,SCAN,982.7,-2930.2
459,8,SCAN,982.9,-2930.1
460,8,SCAN,983.1,-2930.1
461,8,SCAN,983.2,-2930.0
462,8,SCAN,983.4,-2930.0
463,8,SCAN,983.5,-2930.0
464,8,SCAN,983.6,-2929.9
465,8,SCAN,983.7,-2929.9
466,8,SCAN,983.8,-2929.9
467,8,SCAN,983.9,-2929.9
468,8,SCAN,984.0,-2929.9
469,8,SCAN,984.0,-2929.8
470,8,SCAN,984.1,-2929.8
471,8,SCAN,984.1,-2929.8
472,8,SCAN,984.1,-2929.8
473,8,SCAN,984.1,-2929.8
474,8,SCAN,984.1,-2929.8
475,8,SCAN,984.1,-2929.8
476,8,SCAN,984.1,-2929.8
477,8,SCAN,984.1,-2929.8
478,8,SCAN,984.1,-2929.8
479,8,SCAN,984.1,-2929.8
480,8,SCAN,984.1,-2929.8
481,8,SCAN,984.1,-2929.8
482,8,SCAN,984.1,-2929.8
483,8,SCAN,984.1,-2929.8
484,8,SCAN,984.1,-2929.8
485,8,SCAN,984.1,-2929.8
486,8,SCAN,984.1,-2929.8
487,8,SCAN,984.1,-2929.8
488,8,SCAN,984.1,-2929.8
489,8,SCAN,984.1,-2929.8
490,8,SCAN,984.1,-2929.8
491,8,SCAN,984.1,-2929.8
492,8,SCAN,984.1,-2929.8
493,8,SCAN,984.1,-2929.8
494,8,SCAN,984.1,-2929.8
495,8,SCAN,984.1,-2929.8
496,8,SCAN,984.1,-2929.8
497,8,SCAN,984.1,-2929.8
498,8,SCAN,984.1,-2929.8
499,8,SCAN,984.1,-2929.8
500,8,SCAN,984.1,-2929.8
501,8,SCAN,984.1,-2929.8
502,8,SCAN,984.1,-2929.8
503,8,SCAN,984.1,-2929.8
504,8,SCAN,984.1,-2929.8
505,8,SCAN,984.1,-2929.8
506,8,SCAN,984.1,-2929.8
507,8,SCAN,984.1,-2929.8
508,8,SCAN,984.1,-2929.8
509,8,SCAN,984.1,-2929.8
510,8,SCAN,984.1,-2929.8
511,8,SCAN,984.1,-2929.8
512,8,SCAN,984.1,-2929.8
513,8,SCAN,984.1,-2929.8
514,8,SCAN,984.1,-2929.8
515,8,SCAN,984.1,-2929.8
516,8,SCAN,984.1,-2929.8
517,8,SCAN,984.1,-2929.8
518,8,SCAN,984.1,-2929.8
519,8,SCAN,984.1,-2929.8
520,8,SCAN,984.1,-2929.8
521,8,SCAN,984.1,-2929.8
522,8,SCAN,984.1,-2929.8
523,8,SCAN,984.1,-2929.8
524,8,SCAN,984.1,-2929.8
525,8,SCAN,984.1,-2929.8
526,8,SCAN,984.1,-2929.8
527,8,SCAN,984.1,-2929.8
528,8,SCAN,984.1,-2929.8
529,8,SCAN,984.1,-2929.8
530,8,SCAN,984.1,-2929.8
531,8,SCAN,984.1,-2929.8
532,8,SCAN,984.1,-2929.8
533,8,SCAN,984.1,-2929.8
534,8,SCAN,984.1,-2929.8
535,0,TRAVERSE,984.1,-2929.8
536,8,TRAVERSE,984.1,-2929.8
537,8,TRAVERSE,984.1,-2929.8
538,8,TRAVERSE,984.1,-2929.8
539,8,TRAVERSE,984.1,-2929.8
540,8,TRAVERSE,984.1,-2929.8
541,8,TRAVERSE,984.1,-2929.8
542,8,TRAVERSE,984.1,-2929.8
543,8,TRAVERSE,984.1,-2929.8
544,8,TRAVERSE,984.1,-2929.8
545,8,TRAVERSE,984.1,-2929.8
546,1,TRAVERSE,984.1,-2929.8
547,1,TRAVERSE,984.9,-2929.9
548,1,TRAVERSE,986.4,-2930.0
549,1,TRAVERSE,988.5,-2930.1
550,1,TRAVERSE,991.2,-2930.3
551,1,TRAVERSE,994.5,-2930.5
552,1,TRAVERSE,998.2,-2930.7
553,8,TRAVERSE,1002.3,-2931.0
554,1,TRAVERSE,1006.1,-2931.3
555,1,TRAVERSE,1010.3,-2931.6
556,1,TRAVERSE,1014.8,-2931.9
557,1,TRAVERSE,1019.7,-2932.3
558,1,TRAVERSE,1025.0,-2932.8
559,1,TRAVERSE,1030.5,-2933.2
560,1,TRAVERSE,1036.3,-2933.7
561,1,TRAVERSE,1042.3,-2934.2
562,1,TRAVERSE,1048.5,-2934.8
563,8,TRAVERSE,1054.9,-2935.4
564,1,TRAVERSE,1060.7,-2935.9
565,1,TRAVERSE,1066.8,-2936.5
566,1,TRAVERSE,1073.0,-2937.1
567,1,TRAVERSE,1079.5,-2937.8
568,1,TRAVERSE,1086.1,-2938.5
569,1,TRAVERSE,1092.9,-2939.2
570,8,TRAVERSE,1099.8,-2940.0
571,1,TRAVERSE,1106.0,-2940.7
572,1,TRAVERSE,1112.5,-2941.4
573,1,TRAVERSE,1119.1,-2942.2
574,1,TRAVERSE,1125.9,-2943.1
575,8,TRAVERSE,1132.8,-2944.0
576,1,TRAVERSE,1139.0,-2944.8
577,1,TRAVERSE,1145.4,-2945.7
578,1,TRAVERSE,1152.0,-2946.6
579,8,TRAVERSE,1158.8,-2947.6
580,1,TRAVERSE,1164.9,-2948.5
581,1,TRAVERSE,1171.2,-2949.5
582,1,TRAVERSE,1177.7,-2950.6
583,8,TRAVERSE,1184.3,-2951.8
584,1,TRAVERSE,1190.3,-2952.8
585,1,TRAVERSE,1196.5,-2953.9
586,8,TRAVERSE,1202.9,-2955.1
587,1,TRAVERSE,1208.7,-2956.3
588,8,TRAVERSE,1214.7,-2957.5
589,1,TRAVERSE,1220.1,-2958.6
590,1,TRAVERSE,1225.8,-2959.8
591,8,TRAVERSE,1231.6,-2961.2
592,1,TRAVERSE,1237.0,-2962.4
593,8,TRAVERSE,1242.5,-2963.8
594,1,TRAVERSE,1247.6,-2965.1
595,8,TRAVERSE,1252.8,-2966.5
596,8,TRAVERSE,1257.6,-2967.8
597,1,TRAVERSE,1262.0,-2968.9
598,8,TRAVERSE,1266.6,-2970.3
599,8,TRAVERSE,1270.9,-2971.6
600,1,TRAVERSE,1274.7,-2972.7
601,8,TRAVERSE,1278.8,-2974.1
602,8,TRAVERSE,1282.6,-2975.4
603,8,TRAVERSE,1286.0,-2976.6
604,8,TRAVERSE,1289.1,-2977.6
605,8,TRAVERSE,1291.9,-2978.5
606,8,TRAVERSE,1294.4,-2979.4
607,1,TRAVERSE,1296.7,-2980.2
608,4,TRAVERSE,1299.4,-2981.4
609,4,TRAVERSE,1301.8,-2982.5
610,4,TRAVERSE,1304.0,-2983.5
611,4,TRAVERSE,1306.0,-2984.4
612,4,TRAVERSE,1307.8,-2985.2
613,4,TRAVERSE,1309.4,-2986.0
614,4,TRAVERSE,1310.9,-2986.6
615,4,TRAVERSE,1312.2,-2987.2
616,4,TRAVERSE,1313.4,-2987.8
617,4,TRAVERSE,1314.6,-2988.3
618,4,TRAVERSE,1315.5,-2988.8
619,4,TRAVERSE,1316.5,-2989.2
620,4,TRAVERSE,1317.3,-2989.5
621,4,TRAVERSE,1318.0,-2989.9
622,4,TRAVERSE,1318.7,-2990.2
623,4,TRAVERSE,1319.3,-2990.5
624,4,TRAVERSE,1319.9,-2990.7
625,4,TRAVERSE,1320.4,-2990.9
626,4,TRAVERSE,1320.8,-2991.1
627,4,TRAVERSE,1321.2,-2991.3
628,4,TRAVERSE,1321.6,-2991.5
629,4,TRAVERSE,1321.9,-2991.7
630,4,TRAVERSE,1322.2,-2991.8
631,4,TRAVERSE,1322.5,-2991.9
632,4,TRAVERSE,1322.8,-2992.0
633,4,TRAVERSE,1323.0,-2992.1
634,4,TRAVERSE,1323.2,-2992.2
635,4,TRAVERSE,1323.4,-2992.3
636,4,TRAVERSE,1323.6,-2992.4
637,4,TRAVERSE,1323.7,-2992.5
638,4,TRAVERSE,1323.9,-2992.5
639,4,TRAVERSE,1324.0,-2992.6
640,4,TRAVERSE,1324.1,-2992.6
641,4,TRAVERSE,1324.2,-2992.7
642,4,TRAVERSE,1324.3,-2992.7
643,4,TRAVERSE,1324.4,-2992.8
644,4,TRAVERSE,1324.5,-2992.8
645,4,TRAVERSE,1324.5,-2992.8
646,4,TRAVERSE,1324.6,-2992.9
647,4,TRAVERSE,1324.6,-2992.9
648,4,TRAVERSE,1324.6,-2992.9
649,4,TRAVERSE,1324.6,-2992.9
650,4,TRAVERSE,1324.6,-2992.9
651,4,TRAVERSE,1324.6,-2992.9
652,4,TRAVERSE,1324.6,-2992.9
653,4,TRAVERSE,1324.6,-2992.9
654,1,TRAVERSE,1324.6,-2992.9
655,1,TRAVERSE,1324.4,-2992.2
656,1,TRAVERSE,1323.8,-2990.8
657,4,TRAVERSE,1323.0,-2988.8
658,1,TRAVERSE,1322.3,-2987.0
659,1,TRAVERSE,1321.3,-2984.7
660,1,TRAVERSE,1320.1,-2981.9
661,1,TRAVERSE,1318.7,-2978.6
662,1,TRAVERSE,1317.1,-2974.9
663,4,TRAVERSE,1315.3,-2970.9
664,1,TRAVERSE,1313.7,-2967.2
665,1,TRAVERSE,1312.0,-2963.1
666,4,TRAVERSE,1310.0,-2958.8
667,1,TRAVERSE,1308.2,-2954.8
668,4,TRAVERSE,1306.3,-2950.6
669,1,TRAVERSE,1304.5,-2946.7
670,4,TRAVERSE,1302.5,-2942.5
671,4,TRAVERSE,1300.7,-2938.7
672,1,TRAVERSE,1299.0,-2935.3
673,4,TRAVERSE,1297.1,-2931.5
674,8,TRAVERSE,1295.4,-2928.1
675,8,TRAVERSE,1293.8,-2925.0
676,8,TRAVERSE,1292.4,-2922.1
677,8,TRAVERSE,1291.1,-2919.6
678,8,TRAVERSE,1290.0,-2917.3
679,8,TRAVERSE,1288.9,-2915.2
680,8,TRAVERSE,1288.0,-2913.3
681,8,TRAVERSE,1287.1,-2911.6
682,8,TRAVERSE,1286.3,-2910.0
683,8,TRAVERSE,1285.6,-2908.6
684,1,TRAVERSE,1285.0,-2907.3
685,8,TRAVERSE,1284.3,-2905.4
686,1,TRAVERSE,1283.7,-2903.7
687,8,TRAVERSE,1283.1,-2901.3
688,1,TRAVERSE,1282.5,-2899.1
689,8,SCAN,1282.0,-2896.4
690,8,SCAN,1281.5,-2893.9
691,8,SCAN,1281.0,-2891.7
692,8,SCAN,1280.6,-2889.7
693,8,SCAN,1280.3,-2887.8
694,8,SCAN,1279.9,-2886.2
695,8,SCAN,1279.6,-2884.7
696,8,SCAN,1279.4,-2883.3
697,8,SCAN,1279.1,-2882.1
698,8,SCAN,1278.9,-2880.9
699,8,SCAN,1278.7,-2879.9
700,8,SCAN,1278.5,-2879.0
701,8,SCAN,1278.3,-2878.2
702,8,SCAN,1278.2,-2877.4
703,8,SCAN,1278.0,-2876.7
704,8,SCAN,1277.9,-2876.1
705,8,SCAN,1277.8,-2875.5
706,8,SCAN,1277.7,-2875.0
707,8,SCAN,1277.6,-2874.5
708,8,SCAN,1277.5,-2874.1
709,8,SCAN,1277.5,-2873.7
710,8,SCAN,1277.4,-2873.4
711,8,SCAN,1277.3,-2873.1
712,8,SCAN,1277.3,-2872.8
713,8,SCAN,1277.2,-2872.5
714,8,SCAN,1277.2,-2872.3
715,8,SCAN,1277.1,-2872.1
716,8,SCAN,1277.1,-2871.9
717,8,SCAN,1277.1,-2871.7
718,8,SCAN,1277.0,-2871.6
719,8,SCAN,1277.0,-2871.4
720,8,SCAN,1277.0,-2871.3
721,8,SCAN,1276.9,-2871.2
722,8,SCAN,1276.9,-2871.1
723,8,SCAN,1276.9,-2871.0
724,8,SCAN,1276.9,-2870.9
725,8,SCAN,1276.9,-2870.8
726,8,SCAN,1276.9,-2870.8
727,8,SCAN,1276.8,-2870.7
728,8,SCAN,1276.8,-2870.6
729,8,SCAN,1276.8,-2870.6
730,8,SCAN,1276.8,-2870.6
731,8,SCAN,1276.8,-2870.6
732,8,SCAN,1276.8,-2870.6
733,8,SCAN,1276.8,-2870.6
734,8,SCAN,1276.8,-2870.6
735,8,SCAN,1276.8,-2870.6
736,8,SCAN,1276.8,-2870.6
737,8,SCAN,1276.8,-2870.6
738,8,SCAN,1276.8,-2870.6
739,8,SCAN,1276.8,-2870.6
740,8,SCAN,1276.8,-2870.6
741,8,SCAN,1276.8,-2870.6
742,8,SCAN,1276.8,-2870.6
743,8,SCAN,1276.8,-2870.6
744,8,SCAN,1276.8,-2870.6
745,8,SCAN,1276.8,-2870.6
746,8,SCAN,1276.8,-2870.6
747,8,SCAN,1276.8,-2870.6
748,8,SCAN,1276.8,-2870.6
749,8,SCAN,1276.8,-2870.6
750,8,SCAN,1276.8,-2870.6
751,8,SCAN,1276.8,-2870.6
752,8,SCAN,1276.8,-2870.6
753,8,SCAN,1276.8,-2870.6
754,8,SCAN,1276.8,-2870.6
755,8,SCAN,1276.8,-2870.6
756,8,SCAN,1276.8,-2870.6
757,8,SCAN,1276.8,-2870.6
758,8,SCAN,1276.8,-2870.6
759,8,SCAN,1276.8,-2870.6
760,8,SCAN,1276.8,-2870.6
761,8,SCAN,1276.8,-2870.6
762,8,SCAN,1276.8,-2870.6
763,8,SCAN,1276.8,-2870.6
764,8,SCAN,1276.8,-2870.6
765,8,SCAN,1276.8,-2870.6
766,8,SCAN,1276.8,-2870.6
767,8,SCAN,1276.8,-2870.6
768,8,SCAN,1276.8,-2870.6
769,8,SCAN,1276.8,-2870.6
770,8,SCAN,1276.8,-2870.6
771,8,SCAN,1276.8,-2870.6
772,8,SCAN,1276.8,-2870.6
773,8,SCAN,1276.8,-2870.6
774,8,SCAN,1276.8,-2870.6
775,8,SCAN,1276.8,-2870.6
776,8,SCAN,1276.8,-2870.6
777,8,SCAN,1276.8,-2870.6
778,8,SCAN,1276.8,-2870.6
779,8,SCAN,1276.8,-2870.6
780,8,SCAN,1276.8,-2870.6
781,8,SCAN,1276.8,-2870.6
782,8,SCAN,1276.8,-2870.6
783,8,SCAN,1276.8,-2870.6
784,8,SCAN,1276.8,-2870.6
785,8,SCAN,1276.8,-2870.6
786,8,SCAN,1276.8,-2870.6
787,8,SCAN,1276.8,-2870.6
788,8,SCAN,1276.8,-2870.6
789,8,SCAN,1276.8,-2870.6
790,8,SCAN,1276.8,-2870.6
791,8,SCAN,1276.8,-2870.6
792,8,SCAN,1276.8,-2870.6
793,8,SCAN,1276.8,-2870.6
794,0,TRAVERSE,1276.8,-2870.6
795,1,TRAVERSE,1276.8,-2870.6
796,1,TRAVERSE,1276.8,-2869.9
797,1,TRAVERSE,1276.7,-2868.4
798,1,TRAVERSE,1276.6,-2866.2
799,1,TRAVERSE,1276.5,-2863.5
800,1,TRAVERSE,1276.4,-2860.3
801,1,TRAVERSE,1276.2,-2856.6
802,1,TRAVERSE,1276.0,-2852.4
803,1,TRAVERSE,1275.9,-2847.9
804,1,TRAVERSE,1275.6,-2843.0
805,1,TRAVERSE,1275.4,-2837.8
806,1,TRAVERSE,1275.2,-2832.3
807,1,TRAVERSE,1274.9,-2826.5
808,1,TRAVERSE,1274.7,-2820.5
809,1,TRAVERSE,1274.4,-2814.3
810,1,TRAVERSE,1274.1,-2807.9
811,1,TRAVERSE,1273.8,-2801.3
812,1,TRAVERSE,1273.6,-2794.5
813,1,TRAVERSE,1273.3,-2787.6
814,1,TRAVERSE,1273.0,-2780.5
815,1,TRAVERSE,1272.6,-2773.4
816,1,TRAVERSE,1272.3,-2766.1
817,1,TRAVERSE,1272.0,-2758.7
818,1,TRAVERSE,1271.7,-2751.3
819,1,TRAVERSE,1271.4,-2743.7
820,1,TRAVERSE,1271.0,-2736.1
821,1,TRAVERSE,1270.7,-2728.4
822,1,TRAVERSE,1270.4,-2720.7
823,1,TRAVERSE,1270.0,-2712.9
824,1,TRAVERSE,1269.7,-2705.1
825,1,TRAVERSE,1269.4,-2697.2
826,1,TRAVERSE,1269.0,-2689.2
827,1,TRAVERSE,1268.7,-2681.3
828,1,TRAVERSE,1268.3,-2673.3
829,1,TRAVERSE,1268.0,-2665.2
830,1,TRAVERSE,1267.7,-2657.2
831,1,TRAVERSE,1267.3,-2649.1
832,8,TRAVERSE,1267.0,-2641.0
833,8,TRAVERSE,1266.6,-2633.6
834,8,TRAVERSE,1266.4,-2627.0
835,8,TRAVERSE,1266.1,-2620.9
836,8,TRAVERSE,1265.9,-2615.5
837,8,TRAVERSE,1265.6,-2610.5
838,8,TRAVERSE,1265.5,-2606.0
839,8,TRAVERSE,1265.3,-2602.0
840,8,TRAVERSE,1265.1,-2598.3
841,8,TRAVERSE,1265.0,-2594.9
842,8,TRAVERSE,1264.8,-2591.9
843,8,TRAVERSE,1264.7,-2589.1
844,8,TRAVERSE,1264.6,-2586.7
845,8,TRAVERSE,1264.5,-2584.4
846,8,TRAVERSE,1264.4,-2582.4
847,8,TRAVERSE,1264.4,-2580.5
848,8,TRAVERSE,1264.3,-2578.8
849,8,TRAVERSE,1264.2,-2577.3
850,8,TRAVERSE,1264.2,-2575.9
851,8,TRAVERSE,1264.1,-2574.7
852,8,TRAVERSE,1264.1,-2573.6
853,8,TRAVERSE,1264.0,-2572.5
854,1,TRAVERSE,1264.0,-2571.6
855,1,TRAVERSE,1264.6,-2570.4
856,1,TRAVERSE,1266.0,-2569.1
857,1,TRAVERSE,1267.9,-2567.5
858,1,TRAVERSE,1270.3,-2565.8
859,1,TRAVERSE,1273.3,-2563.9
860,8,TRAVERSE,1276.7,-2561.9
861,1,TRAVERSE,1279.7,-2560.1
862,1,TRAVERSE,1283.2,-2558.1
863,1,TRAVERSE,1287.1,-2556.0
864,1,TRAVERSE,1291.4,-2553.9
865,8,TRAVERSE,1295.9,-2551.6
866,1,TRAVERSE,1300.1,-2549.6
867,1,TRAVERSE,1304.6,-2547.4
868,1,TRAVERSE,1309.4,-2545.2
869,8,TRAVERSE,1314.4,-2543.0
870,1,TRAVERSE,1319.0,-2540.9
871,1,TRAVERSE,1324.0,-2538.8
872,8,TRAVERSE,1329.2,-2536.6
873,1,TRAVERSE,1333.9,-2534.7
874,1,TRAVERSE,1338.9,-2532.7
875,8,TRAVERSE,1344.2,-2530.6
876,1,TRAVERSE,1349.0,-2528.8
877,8,TRAVERSE,1354.1,-2526.9
878,1,TRAVERSE,1358.7,-2525.2
879,1,TRAVERSE,1363.6,-2523.5
880,8,TRAVERSE,1368.9,-2521.7
881,8,TRAVERSE,1373.6,-2520.2
882,1,TRAVERSE,1377.9,-2518.7
883,8,TRAVERSE,1382.6,-2517.3
884,1,TRAVERSE,1386.8,-2516.0
885,8,TRAVERSE,1391.4,-2514.7
886,8,TRAVERSE,1395.6,-2513.6
887,8,TRAVERSE,1399.4,-2512.5
888,8,TRAVERSE,1402.8,-2511.5
889,1,TRAVERSE,1406.0,-2510.7
890,8,TRAVERSE,1409.6,-2509.9
891,8,TRAVERSE,1412.8,-2509.1
892,8,TRAVERSE,1415.8,-2508.5
893,1,TRAVERSE,1418.4,-2507.9
894,4,TRAVERSE,1421.7,-2507.4
895,4,TRAVERSE,1424.6,-2507.0
896,1,TRAVERSE,1427.2,-2506.6
897,1,TRAVERSE,1430.4,-2506.2
898,1,TRAVERSE,1434.0,-2505.9
899,4,TRAVERSE,1438.1,-2505.6
900,1,TRAVERSE,1441.8,-2505.4
901,1,TRAVERSE,1446.0,-2505.2
902,4,TRAVERSE,1450.5,-2504.9
903,1,TRAVERSE,1454.6,-2504.7
904,1,TRAVERSE,1459.1,-2504.5
905,1,TRAVERSE,1464.0,-2504.3
906,1,TRAVERSE,1469.2,-2504.0
907,1,TRAVERSE,1474.6,-2503.7
908,1,TRAVERSE,1480.4,-2503.4
909,1,TRAVERSE,1486.4,-2503.1
910,1,TRAVERSE,1492.6,-2502.8
911,1,TRAVERSE,1499.0,-2502.5
912,1,TRAVERSE,1505.6,-2502.2
913,1,TRAVERSE,1512.3,-2501.9
914,33,TRAVERSE,1519.2,-2501.5
915,1,TRAVERSE,1519.8,-2501.2
916,1,TRAVERSE,1520.0,-2500.9
917,1,TRAVERSE,1520.0,-2500.6
918,1,TRAVERSE,1520.0,-2500.4
919,1,TRAVERSE,1520.0,-2500.1
920,1,TRAVERSE,1520.0,-2499.9
921,1,TRAVERSE,1520.0,-2499.6
922,1,TRAVERSE,1520.0,-2499.4
923,1,TRAVERSE,1520.0,-2499.1
924,1,TRAVERSE,1520.0,-2498.8
925,1,TRAVERSE,1520.0,-2498.5
926,1,TRAVERSE,1520.0,-2498.2
927,1,TRAVERSE,1520.0,-2498.0
928,1,TRAVERSE,1520.0,-2497.7
929,1,TRAVERSE,1520.0,-2497.4
930,1,TRAVERSE,1520.0,-2497.1
931,1,TRAVERSE,1520.0,-2496.8
932,1,TRAVERSE,1520.0,-2496.5
933,1,TRAVERSE,1520.0,-2496.2
934,1,TRAVERSE,1520.0,-2495.9
935,16,COMBAT,1520.0,-2495.6
936,16,COMBAT,1520.0,-2495.3
937,16,COMBAT,1520.0,-2495.1
938,16,COMBAT,1520.0,-2494.9
939,16,COMBAT,1520.0,-2494.7
940,16,COMBAT,1520.0,-2494.5
941,16,COMBAT,1520.0,-2494.3
942,16,COMBAT,1520.0,-2494.2
943,16,COMBAT,1520.0,-2494.0
944,16,COMBAT,1520.0,-2493.9
945,16,COMBAT,1520.0,-2493.8
946,16,COMBAT,1520.0,-2493.7
947,16,COMBAT,1520.0,-2493.6
948,16,COMBAT,1520.0,-2493.5
949,16,COMBAT,1520.0,-2493.5
950,16,COMBAT,1520.0,-2493.4
951,16,COMBAT,1520.0,-2493.3
952,16,COMBAT,1520.0,-2493.3
953,8,COMBAT,1520.0,-2493.3
954,4,COMBAT,1520.0,-2493.3
955,4,COMBAT,1520.0,-2493.3
956,4,COMBAT,1520.0,-2493.3
957,16,COMBAT,1520.0,-2493.3
958,16,COMBAT,1520.0,-2493.3
959,16,COMBAT,1520.0,-2493.3
960,16,COMBAT,1520.0,-2493.3
961,16,COMBAT,1520.0,-2493.3
962,16,COMBAT,1520.0,-2493.3
963,16,COMBAT,1520.0,-2493.3
964,16,COMBAT,1520.0,-2493.3
965,16,COMBAT,1520.0,-2493.3
966,16,COMBAT,1520.0,-2493.3
967,16,COMBAT,1520.0,-2493.3
968,16,COMBAT,1520.0,-2493.3
969,16,COMBAT,1520.0,-2493.3
970,16,COMBAT,1520.0,-2493.3
971,16,COMBAT,1520.0,-2493.3
972,16,COMBAT,1520.0,-2493.3
973,16,COMBAT,1520.0,-2493.3
974,16,COMBAT,1520.0,-2493.3
975,8,COMBAT,1520.0,-2493.3
976,16,COMBAT,1520.0,-2493.3
977,16,COMBAT,1520.0,-2493.3
978,16,COMBAT,1520.0,-2493.3
979,16,COMBAT,1520.0,-2493.3
980,16,COMBAT,1520.0,-2493.3
981,16,COMBAT,1520.0,-2493.3
982,16,COMBAT,1520.0,-2493.3
983,16,COMBAT,1520.0,-2493.3
984,16,COMBAT,1520.0,-2493.3
985,16,COMBAT,1520.0,-2493.3
986,16,COMBAT,1520.0,-2493.3
987,16,COMBAT,1520.0,-2493.3
988,16,COMBAT,1520.0,-2493.3
989,16,COMBAT,1520.0,-2493.3
990,16,COMBAT,1520.0,-2493.3
991,8,COMBAT,1520.0,-2493.3
992,16,COMBAT,1520.0,-2493.3
993,16,COMBAT,1520.0,-2493.3
994,16,COMBAT,1520.0,-2493.3
995,16,COMBAT,1520.0,-2493.3
996,16,COMBAT,1520.0,-2493.3
997,16,COMBAT,1520.0,-2493.3
998,16,COMBAT,1520.0,-2493.3
999,16,COMBAT,1520.0,-2493.3
1000,16,COMBAT,1520.0,-2493.3
1001,16,COMBAT,1520.0,-2493.3
1002,16,COMBAT,1520.0,-2493.3
1003,16,COMBAT,1520.0,-2493.3
1004,16,COMBAT,1520.0,-2493.3
1005,16,COMBAT,1520.0,-2493.3
1006,16,COMBAT,1520.0,-2493.3
1007,16,COMBAT,1520.0,-2493.3
1008,16,COMBAT,1520.0,-2493.3
1009,16,COMBAT,1520.0,-2493.3
1010,8,COMBAT,1520.0,-2493.3
1011,16,COMBAT,1520.0,-2493.3
1012,16,COMBAT,1520.0,-2493.3
1013,16,COMBAT,1520.0,-2493.3
1014,16,COMBAT,1520.0,-2493.3
1015,16,COMBAT,1520.0,-2493.3
1016,16,COMBAT,1520.0,-2493.3
1017,16,COMBAT,1520.0,-2493.3
1018,16,COMBAT,1520.0,-2493.3
1019,16,COMBAT,1520.0,-2493.3
1020,33,COMBAT,1520.0,-2493.3
1021,1,COMBAT,1520.8,-2493.3
1022,1,COMBAT,1522.2,-2493.3
1023,1,COMBAT,1524.4,-2493.2
1024,1,COMBAT,1527.1,-2493.2
1025,1,COMBAT,1530.3,-2493.1
1026,1,COMBAT,1534.0,-2493.1
1027,1,COMBAT,1538.2,-2493.0
1028,1,COMBAT,1542.7,-2492.9
1029,1,COMBAT,1547.6,-2492.8
1030,1,COMBAT,1552.8,-2492.7
1031,1,COMBAT,1558.4,-2492.6
1032,1,COMBAT,1564.1,-2492.5
1033,1,COMBAT,1570.1,-2492.4
1034,1,COMBAT,1576.4,-2492.3
1035,1,COMBAT,1582.8,-2492.2
1036,1,COMBAT,1589.4,-2492.0
1037,1,COMBAT,1596.2,-2491.9
1038,1,COMBAT,1603.1,-2491.8
1039,1,COMBAT,1610.1,-2491.7
1040,1,COMBAT,1617.3,-2491.5
1041,1,COMBAT,1624.6,-2491.4
1042,1,COMBAT,1632.0,-2491.3
1043,1,COMBAT,1639.4,-2491.1
1044,1,COMBAT,1647.0,-2491.0
1045,1,COMBAT,1654.6,-2490.8
1046,1,COMBAT,1662.3,-2490.7
1047,1,COMBAT,1670.0,-2490.6
1048,1,COMBAT,1677.8,-2490.4
1049,1,COMBAT,1685.7,-2490.3
1050,1,COMBAT,1693.6,-2490.1
